method,k,r,window,shift,initSubseq,ActSubSeq,Existence,Rrecall,Rprecision,f1Ex+Rpr,f1R+R,features,dataset,normalize
dyn,0,0,400,200,10,10,0,1,0,0,0,False,Yahoo_A2synthetic_45_data.out,False
dyn,0,0,400,200,10,10,1,0.55,1,1,0.709677419354839,False,Yahoo_A2synthetic_46_data.out,False
dyn,0,0,400,200,10,10,1,0.476190476190476,0.75,0.857142857142857,0.58252427184466,False,Yahoo_A2synthetic_47_data.out,False
dyn,0,0,400,200,10,10,1,0.526315789473684,1,1,0.689655172413793,False,Yahoo_A2synthetic_48_data.out,False
dyn,0,0,400,200,10,10,1,0.55,0.666666666666667,0.8,0.602739726027397,False,Yahoo_A2synthetic_49_data.out,False
dyn,0,0,400,200,10,10,0.666666666666667,0.317460317460317,1,0.8,0.481927710843373,False,Yahoo_A2synthetic_50_data.out,False
dyn,0,0,400,200,10,10,1,0.526315789473684,1,1,0.689655172413793,False,Yahoo_A2synthetic_51_data.out,False
dyn,0,0,400,200,10,10,1,0.45,0.666666666666667,0.8,0.537313432835821,False,Yahoo_A2synthetic_52_data.out,False
dyn,0,0,400,200,10,10,1,0.571428571428571,1,1,0.727272727272727,False,Yahoo_A2synthetic_53_data.out,False
dyn,0,0,400,200,10,10,0,1,0,0,0,False,Yahoo_A2synthetic_54_data.out,False
dyn,0,0,400,200,10,10,1,0.55,1,1,0.709677419354839,False,Yahoo_A2synthetic_55_data.out,False
dyn,0,0,400,200,10,10,1,0.571428571428571,0.6,0.75,0.585365853658537,False,Yahoo_A2synthetic_56_data.out,False
dyn,0,0,400,200,10,10,1,0.526315789473684,1,1,0.689655172413793,False,Yahoo_A2synthetic_57_data.out,False
dyn,0,0,400,200,10,10,1,0.55,0.5,0.666666666666667,0.523809523809524,False,Yahoo_A2synthetic_58_data.out,False
dyn,0,0,400,200,10,10,1,0.476190476190476,0.75,0.857142857142857,0.58252427184466,False,Yahoo_A2synthetic_59_data.out,False
dyn,0,0,400,200,10,10,1,0.526315789473684,1,1,0.689655172413793,False,Yahoo_A2synthetic_60_data.out,False
dyn,0,0,400,200,10,10,1,0.55,0.285714285714286,0.444444444444444,0.376068376068376,False,Yahoo_A2synthetic_61_data.out,False
dyn,0,0,400,200,10,10,1,0.571428571428571,0.5,0.666666666666667,0.533333333333333,False,Yahoo_A2synthetic_62_data.out,False
dyn,0,0,400,200,10,10,1,0.526315789473684,0.2,0.333333333333333,0.289855072463768,False,Yahoo_A2synthetic_63_data.out,False
dyn,0,0,400,200,10,10,1,0.55,1,1,0.709677419354839,False,Yahoo_A2synthetic_64_data.out,False
dyn,0,0,400,200,10,10,1,0.571428571428571,0.5,0.666666666666667,0.533333333333333,False,Yahoo_A2synthetic_65_data.out,False
dyn,0,0,400,200,10,10,1,0.526315789473684,0.5,0.666666666666667,0.512820512820513,False,Yahoo_A2synthetic_66_data.out,False
dyn,0,0,400,200,10,10,1,0.55,0.5,0.666666666666667,0.523809523809524,False,Yahoo_A2synthetic_67_data.out,False
dyn,0,0,400,200,10,10,1,0.396825396825397,0.75,0.857142857142857,0.519031141868512,False,Yahoo_A2synthetic_68_data.out,False
dyn,0,0,400,200,10,10,1,0.526315789473684,0.333333333333333,0.5,0.408163265306122,False,Yahoo_A2synthetic_69_data.out,False
dyn,0,0,400,200,10,10,1,0.55,0.4,0.571428571428571,0.463157894736842,False,Yahoo_A2synthetic_70_data.out,False
dyn,0,0,400,200,10,10,1,0.571428571428571,0.75,0.857142857142857,0.648648648648649,False,Yahoo_A2synthetic_71_data.out,False
dyn,0,0,400,200,10,10,1,0.526315789473684,0.333333333333333,0.5,0.408163265306122,False,Yahoo_A2synthetic_72_data.out,False
dyn,0,0,400,200,10,10,1,0.55,1,1,0.709677419354839,False,Yahoo_A2synthetic_73_data.out,False
dyn,0,0,400,200,10,10,1,0.571428571428571,0.75,0.857142857142857,0.648648648648649,False,Yahoo_A2synthetic_74_data.out,False
dyn,0,0,400,200,10,10,1,0.526315789473684,1,1,0.689655172413793,False,Yahoo_A2synthetic_75_data.out,False
dyn,0,0,400,200,10,10,1,0.55,0.25,0.4,0.34375,False,Yahoo_A2synthetic_76_data.out,False
dyn,0,0,400,200,10,10,1,0.571428571428571,0.75,0.857142857142857,0.648648648648649,False,Yahoo_A2synthetic_77_data.out,False
dyn,0,0,400,200,10,10,1,0.526315789473684,1,1,0.689655172413793,False,Yahoo_A2synthetic_78_data.out,False
dyn,0,0,400,200,10,10,1,0.55,0.5,0.666666666666667,0.523809523809524,False,Yahoo_A2synthetic_79_data.out,False
dyn,0,0,400,200,10,10,1,0.507936507936508,1,1,0.673684210526316,False,Yahoo_A2synthetic_80_data.out,False
dyn,0,0,400,200,10,10,1,0.526315789473684,1,1,0.689655172413793,False,Yahoo_A2synthetic_81_data.out,False
dyn,0,0,400,200,10,10,1,0.4,1,1,0.571428571428571,False,Yahoo_A2synthetic_82_data.out,False
dyn,0,0,400,200,10,10,1,0.571428571428571,0.5,0.666666666666667,0.533333333333333,False,Yahoo_A2synthetic_83_data.out,False
dyn,0,0,400,200,10,10,1,0.526315789473684,0.333333333333333,0.5,0.408163265306122,False,Yahoo_A2synthetic_84_data.out,False
dyn,0,0,400,200,10,10,1,0.55,1,1,0.709677419354839,False,Yahoo_A2synthetic_85_data.out,False
dyn,0,0,400,200,10,10,1,0.571428571428571,0.6,0.75,0.585365853658537,False,Yahoo_A2synthetic_86_data.out,False
dyn,0,0,400,200,10,10,1,0.526315789473684,1,1,0.689655172413793,False,Yahoo_A2synthetic_87_data.out,False
dyn,0,0,400,200,10,10,1,0.55,0.666666666666667,0.8,0.602739726027397,False,Yahoo_A2synthetic_88_data.out,False
dyn,0,0,400,200,10,10,1,0.571428571428571,1,1,0.727272727272727,False,Yahoo_A2synthetic_89_data.out,False
dyn,0,0,400,200,10,10,1,0.526315789473684,0.333333333333333,0.5,0.408163265306122,False,Yahoo_A2synthetic_90_data.out,False
dyn,0,0,400,200,10,10,1,0.55,0.666666666666667,0.8,0.602739726027397,False,Yahoo_A2synthetic_91_data.out,False
dyn,0,0,400,200,10,10,1,0.476190476190476,1,1,0.645161290322581,False,Yahoo_A2synthetic_92_data.out,False
dyn,0,0,400,200,10,10,1,0.526315789473684,0.5,0.666666666666667,0.512820512820513,False,Yahoo_A2synthetic_93_data.out,False
dyn,0,0,400,200,10,10,1,0.55,1,1,0.709677419354839,False,Yahoo_A2synthetic_94_data.out,False
dyn,0,0,400,200,10,10,1,0.571428571428571,1,1,0.727272727272727,False,Yahoo_A2synthetic_95_data.out,False
dyn,0,0,400,200,10,10,0,1,0,0,0,False,Yahoo_A2synthetic_96_data.out,False
dyn,0,0,400,200,10,10,1,0.55,0.666666666666667,0.8,0.602739726027397,False,Yahoo_A2synthetic_97_data.out,False
dyn,0,0,400,200,10,10,1,0.571428571428571,0.6,0.75,0.585365853658537,False,Yahoo_A2synthetic_98_data.out,False
dyn,0,0,400,200,10,10,1,0.526315789473684,1,1,0.689655172413793,False,Yahoo_A2synthetic_99_data.out,False
dyn,0,0,400,200,10,10,1,0.1,0.5,0.666666666666667,0.166666666666667,True,Yahoo_A2synthetic_1_data.out,True
dyn,0,0,400,200,10,10,1,0.063492063492063,0.666666666666667,0.8,0.115942028985507,True,Yahoo_A2synthetic_2_data.out,True
dyn,0,0,400,200,10,10,1,0.052631578947368,0.2,0.333333333333333,0.083333333333333,True,Yahoo_A2synthetic_3_data.out,True
dyn,0,0,400,200,10,10,1,0.05,0.5,0.666666666666667,0.090909090909091,True,Yahoo_A2synthetic_4_data.out,True
dyn,0,0,400,200,10,10,1,0.079365079365079,0.555555555555556,0.714285714285714,0.138888888888889,True,Yahoo_A2synthetic_5_data.out,True
dyn,0,0,400,200,10,10,1,0.052631578947368,0.2,0.333333333333333,0.083333333333333,True,Yahoo_A2synthetic_6_data.out,True
dyn,0,0,400,200,10,10,1,0.1,0.666666666666667,0.8,0.173913043478261,True,Yahoo_A2synthetic_7_data.out,True
dyn,0,0,400,200,10,10,0.666666666666667,0.031746031746032,0.5,0.571428571428571,0.059701492537313,True,Yahoo_A2synthetic_8_data.out,True
dyn,0,0,400,200,10,10,1,0.052631578947368,0.25,0.4,0.08695652173913,True,Yahoo_A2synthetic_9_data.out,True
dyn,0,0,400,200,10,10,0.5,0.025,0.25,0.333333333333333,0.045454545454545,True,Yahoo_A2synthetic_10_data.out,True
dyn,0,0,400,200,10,10,0.666666666666667,0.063492063492063,0.6,0.631578947368421,0.114832535885167,True,Yahoo_A2synthetic_11_data.out,True
dyn,0,0,400,200,10,10,1,0.157894736842105,0.25,0.4,0.193548387096774,True,Yahoo_A2synthetic_12_data.out,True
dyn,0,0,400,200,10,10,1,0.075,0.428571428571429,0.6,0.127659574468085,True,Yahoo_A2synthetic_13_data.out,True
dyn,0,0,400,200,10,10,1,0.095238095238095,0.666666666666667,0.8,0.166666666666667,True,Yahoo_A2synthetic_14_data.out,True
dyn,0,0,400,200,10,10,1,0.526315789473684,0.166666666666667,0.285714285714286,0.253164556962025,True,Yahoo_A2synthetic_15_data.out,True
dyn,0,0,400,200,10,10,1,0.1,0.666666666666667,0.8,0.173913043478261,True,Yahoo_A2synthetic_16_data.out,True
dyn,0,0,400,200,10,10,1,0.063492063492063,0.571428571428571,0.727272727272727,0.114285714285714,True,Yahoo_A2synthetic_17_data.out,True
dyn,0,0,400,200,10,10,0,0,0,0,0,True,Yahoo_A2synthetic_18_data.out,True
dyn,0,0,400,200,10,10,1,0.05,0.285714285714286,0.444444444444444,0.085106382978723,True,Yahoo_A2synthetic_19_data.out,True
dyn,0,0,400,200,10,10,1,0.079365079365079,0.714285714285714,0.833333333333333,0.142857142857143,True,Yahoo_A2synthetic_20_data.out,True
dyn,0,0,400,200,10,10,1,0.105263157894737,0.2,0.333333333333333,0.137931034482759,True,Yahoo_A2synthetic_21_data.out,True
dyn,0,0,400,200,10,10,1,0.175,0.5,0.666666666666667,0.259259259259259,True,Yahoo_A2synthetic_22_data.out,True
dyn,0,0,400,200,10,10,1,0.095238095238095,0.75,0.857142857142857,0.169014084507042,True,Yahoo_A2synthetic_23_data.out,True
dyn,0,0,400,200,10,10,1,0.105263157894737,0.25,0.4,0.148148148148148,True,Yahoo_A2synthetic_24_data.out,True
dyn,0,0,400,200,10,10,1,0.1,0.666666666666667,0.8,0.173913043478261,True,Yahoo_A2synthetic_25_data.out,True
dyn,0,0,400,200,10,10,0.666666666666667,0.031746031746032,0.5,0.571428571428571,0.059701492537313,True,Yahoo_A2synthetic_26_data.out,True
dyn,0,0,400,200,10,10,0,0,0,0,0,True,Yahoo_A2synthetic_27_data.out,True
dyn,0,0,400,200,10,10,1,0.1,0.571428571428571,0.727272727272727,0.170212765957447,True,Yahoo_A2synthetic_28_data.out,True
dyn,0,0,400,200,10,10,1,0.095238095238095,0.75,0.857142857142857,0.169014084507042,True,Yahoo_A2synthetic_29_data.out,True
dyn,0,0,400,200,10,10,0,0,0,0,0,True,Yahoo_A2synthetic_30_data.out,True
dyn,0,0,400,200,10,10,1,0.1,0.666666666666667,0.8,0.173913043478261,True,Yahoo_A2synthetic_31_data.out,True
dyn,0,0,400,200,10,10,1,0.095238095238095,0.75,0.857142857142857,0.169014084507042,True,Yahoo_A2synthetic_32_data.out,True
dyn,0,0,400,200,10,10,1,0.157894736842105,0.2,0.333333333333333,0.176470588235294,True,Yahoo_A2synthetic_33_data.out,True
dyn,0,0,400,200,10,10,1,0.075,0.5,0.666666666666667,0.130434782608696,True,Yahoo_A2synthetic_34_data.out,True
dyn,0,0,400,200,10,10,1,0.142857142857143,0.666666666666667,0.8,0.235294117647059,True,Yahoo_A2synthetic_35_data.out,True
dyn,0,0,400,200,10,10,0,0,0,0,0,True,Yahoo_A2synthetic_36_data.out,True
dyn,0,0,400,200,10,10,1,0.1,0.666666666666667,0.8,0.173913043478261,True,Yahoo_A2synthetic_37_data.out,True
dyn,0,0,400,200,10,10,1,0.063492063492063,0.666666666666667,0.8,0.115942028985507,True,Yahoo_A2synthetic_38_data.out,True
dyn,0,0,400,200,10,10,1,0.052631578947368,0.25,0.4,0.08695652173913,True,Yahoo_A2synthetic_39_data.out,True
dyn,0,0,400,200,10,10,1,0.1,0.428571428571429,0.6,0.162162162162162,True,Yahoo_A2synthetic_40_data.out,True
dyn,0,0,400,200,10,10,0.333333333333333,0.047619047619048,0.4,0.363636363636364,0.085106382978723,True,Yahoo_A2synthetic_41_data.out,True
dyn,0,0,400,200,10,10,1,0.052631578947368,0.25,0.4,0.08695652173913,True,Yahoo_A2synthetic_42_data.out,True
dyn,0,0,400,200,10,10,1,0.1,0.666666666666667,0.8,0.173913043478261,True,Yahoo_A2synthetic_43_data.out,True
dyn,0,0,400,200,10,10,1,0.095238095238095,0.75,0.857142857142857,0.169014084507042,True,Yahoo_A2synthetic_44_data.out,True
dyn,0,0,400,200,10,10,1,0.157894736842105,0.25,0.4,0.193548387096774,True,Yahoo_A2synthetic_45_data.out,True
dyn,0,0,400,200,10,10,1,0.1,0.666666666666667,0.8,0.173913043478261,True,Yahoo_A2synthetic_46_data.out,True
dyn,0,0,400,200,10,10,0.333333333333333,0.031746031746032,0.4,0.363636363636364,0.058823529411765,True,Yahoo_A2synthetic_47_data.out,True
dyn,0,0,400,200,10,10,0,0,0,0,0,True,Yahoo_A2synthetic_48_data.out,True
dyn,0,0,400,200,10,10,1,0.1,0.666666666666667,0.8,0.173913043478261,True,Yahoo_A2synthetic_49_data.out,True
dyn,0,0,400,200,10,10,1,0.095238095238095,0.75,0.857142857142857,0.169014084507042,True,Yahoo_A2synthetic_50_data.out,True
dyn,0,0,400,200,10,10,0,0,0,0,0,True,Yahoo_A2synthetic_51_data.out,True
dyn,0,0,400,200,10,10,1,0.1,0.666666666666667,0.8,0.173913043478261,True,Yahoo_A2synthetic_52_data.out,True
dyn,0,0,400,200,10,10,1,0.095238095238095,0.75,0.857142857142857,0.169014084507042,True,Yahoo_A2synthetic_53_data.out,True
dyn,0,0,400,200,10,10,1,0.105263157894737,0.25,0.4,0.148148148148148,True,Yahoo_A2synthetic_54_data.out,True
dyn,0,0,400,200,10,10,1,0.1,0.571428571428571,0.727272727272727,0.170212765957447,True,Yahoo_A2synthetic_55_data.out,True
dyn,0,0,400,200,10,10,1,0.095238095238095,0.75,0.857142857142857,0.169014084507042,True,Yahoo_A2synthetic_56_data.out,True
dyn,0,0,400,200,10,10,0,0,0,0,0,True,Yahoo_A2synthetic_57_data.out,True
dyn,0,0,400,200,10,10,1,0.1,0.666666666666667,0.8,0.173913043478261,True,Yahoo_A2synthetic_58_data.out,True
dyn,0,0,400,200,10,10,1,0.095238095238095,0.75,0.857142857142857,0.169014084507042,True,Yahoo_A2synthetic_59_data.out,True
dyn,0,0,400,200,10,10,1,0.052631578947368,0.5,0.666666666666667,0.095238095238095,True,Yahoo_A2synthetic_60_data.out,True
dyn,0,0,400,200,10,10,1,0.075,0.5,0.666666666666667,0.130434782608696,True,Yahoo_A2synthetic_61_data.out,True
dyn,0,0,400,200,10,10,0.666666666666667,0.047619047619048,0.75,0.705882352941176,0.08955223880597,True,Yahoo_A2synthetic_62_data.out,True
dyn,0,0,400,200,10,10,1,0.105263157894737,0.4,0.571428571428571,0.166666666666667,True,Yahoo_A2synthetic_63_data.out,True
dyn,0,0,400,200,10,10,1,0.1,0.666666666666667,0.8,0.173913043478261,True,Yahoo_A2synthetic_64_data.out,True
dyn,0,0,400,200,10,10,1,0.142857142857143,0.75,0.857142857142857,0.24,True,Yahoo_A2synthetic_65_data.out,True
dyn,0,0,400,200,10,10,1,0.105263157894737,0.166666666666667,0.285714285714286,0.129032258064516,True,Yahoo_A2synthetic_66_data.out,True
dyn,0,0,400,200,10,10,1,0.1,0.666666666666667,0.8,0.173913043478261,True,Yahoo_A2synthetic_67_data.out,True
dyn,0,0,400,200,10,10,0.666666666666667,0.031746031746032,0.333333333333333,0.444444444444444,0.057971014492754,True,Yahoo_A2synthetic_68_data.out,True
dyn,0,0,400,200,10,10,1,0.105263157894737,0.285714285714286,0.444444444444444,0.153846153846154,True,Yahoo_A2synthetic_69_data.out,True
dyn,0,0,400,200,10,10,1,0.1,0.571428571428571,0.727272727272727,0.170212765957447,True,Yahoo_A2synthetic_70_data.out,True
dyn,0,0,400,200,10,10,1,0.111111111111111,0.666666666666667,0.8,0.190476190476191,True,Yahoo_A2synthetic_71_data.out,True
dyn,0,0,400,200,10,10,1,0.052631578947368,0.2,0.333333333333333,0.083333333333333,True,Yahoo_A2synthetic_72_data.out,True
dyn,0,0,400,200,10,10,1,0.1,0.571428571428571,0.727272727272727,0.170212765957447,True,Yahoo_A2synthetic_73_data.out,True
dyn,0,0,400,200,10,10,1,0.095238095238095,0.75,0.857142857142857,0.169014084507042,True,Yahoo_A2synthetic_74_data.out,True
dyn,0,0,400,200,10,10,0,0,0,0,0,True,Yahoo_A2synthetic_75_data.out,True
dyn,0,0,400,200,10,10,1,0.1,0.571428571428571,0.727272727272727,0.170212765957447,True,Yahoo_A2synthetic_76_data.out,True
dyn,0,0,400,200,10,10,1,0.126984126984127,0.75,0.857142857142857,0.217194570135746,True,Yahoo_A2synthetic_77_data.out,True
dyn,0,0,400,200,10,10,1,0.526315789473684,0.166666666666667,0.285714285714286,0.253164556962025,True,Yahoo_A2synthetic_78_data.out,True
dyn,0,0,400,200,10,10,1,0.1,0.666666666666667,0.8,0.173913043478261,True,Yahoo_A2synthetic_79_data.out,True
dyn,0,0,400,200,10,10,1,0.063492063492063,0.666666666666667,0.8,0.115942028985507,True,Yahoo_A2synthetic_80_data.out,True
dyn,0,0,400,200,10,10,1,0.052631578947368,0.2,0.333333333333333,0.083333333333333,True,Yahoo_A2synthetic_81_data.out,True
dyn,0,0,400,200,10,10,1,0.05,0.4,0.571428571428571,0.088888888888889,True,Yahoo_A2synthetic_82_data.out,True
dyn,0,0,400,200,10,10,1,0.095238095238095,0.75,0.857142857142857,0.169014084507042,True,Yahoo_A2synthetic_83_data.out,True
dyn,0,0,400,200,10,10,1,0.052631578947368,0.25,0.4,0.08695652173913,True,Yahoo_A2synthetic_84_data.out,True
dyn,0,0,400,200,10,10,1,0.1,0.571428571428571,0.727272727272727,0.170212765957447,True,Yahoo_A2synthetic_85_data.out,True
dyn,0,0,400,200,10,10,1,0.095238095238095,0.75,0.857142857142857,0.169014084507042,True,Yahoo_A2synthetic_86_data.out,True
dyn,0,0,400,200,10,10,1,0.526315789473684,0.25,0.4,0.338983050847458,True,Yahoo_A2synthetic_87_data.out,True
dyn,0,0,400,200,10,10,1,0.1,0.8,0.888888888888889,0.177777777777778,True,Yahoo_A2synthetic_88_data.out,True
dyn,0,0,400,200,10,10,0.666666666666667,0.063492063492063,0.5,0.571428571428571,0.112676056338028,True,Yahoo_A2synthetic_89_data.out,True
dyn,0,0,400,200,10,10,0,0,0,0,0,True,Yahoo_A2synthetic_90_data.out,True
dyn,0,0,400,200,10,10,1,0.1,0.571428571428571,0.727272727272727,0.170212765957447,True,Yahoo_A2synthetic_91_data.out,True
dyn,0,0,400,200,10,10,0.333333333333333,0.031746031746032,0.5,0.4,0.059701492537313,True,Yahoo_A2synthetic_92_data.out,True
dyn,0,0,400,200,10,10,0,0,0,0,0,True,Yahoo_A2synthetic_93_data.out,True
dyn,0,0,400,200,10,10,1,0.1,0.666666666666667,0.8,0.173913043478261,True,Yahoo_A2synthetic_94_data.out,True
dyn,0,0,400,200,10,10,1,0.126984126984127,0.666666666666667,0.8,0.213333333333333,True,Yahoo_A2synthetic_95_data.out,True
dyn,0,0,400,200,10,10,1,0.157894736842105,0.2,0.333333333333333,0.176470588235294,True,Yahoo_A2synthetic_96_data.out,True
dyn,0,0,400,200,10,10,1,0.1,0.571428571428571,0.727272727272727,0.170212765957447,True,Yahoo_A2synthetic_97_data.out,True
dyn,0,0,400,200,10,10,1,0.095238095238095,0.666666666666667,0.8,0.166666666666667,True,Yahoo_A2synthetic_98_data.out,True
dyn,0,0,400,200,10,10,0,0,0,0,0,True,Yahoo_A2synthetic_99_data.out,True
dyn,0,0,400,200,2,2,1,0.5,0.666666666666667,0.8,0.571428571428571,False,Yahoo_A2synthetic_1_data.out,False
dyn,0,0,400,200,2,2,0.666666666666667,0.266666666666667,0.6,0.631578947368421,0.369230769230769,False,Yahoo_A2synthetic_2_data.out,False
dyn,0,0,400,200,2,2,1,0.666666666666667,0.25,0.4,0.363636363636364,False,Yahoo_A2synthetic_3_data.out,False
dyn,0,0,400,200,2,2,1,0.5,0.666666666666667,0.8,0.571428571428571,False,Yahoo_A2synthetic_4_data.out,False
dyn,0,0,400,200,2,2,0.666666666666667,0.266666666666667,0.75,0.705882352941176,0.39344262295082,False,Yahoo_A2synthetic_5_data.out,False
dyn,0,0,400,200,2,2,1,0.666666666666667,0.2,0.333333333333333,0.307692307692308,False,Yahoo_A2synthetic_6_data.out,False
dyn,0,0,400,200,2,2,1,0.75,0.666666666666667,0.8,0.705882352941176,False,Yahoo_A2synthetic_7_data.out,False
dyn,0,0,400,200,2,2,1,0.333333333333333,0.625,0.769230769230769,0.434782608695652,False,Yahoo_A2synthetic_8_data.out,False
dyn,0,0,400,200,2,2,1,0.666666666666667,0.5,0.666666666666667,0.571428571428571,False,Yahoo_A2synthetic_9_data.out,False
dyn,0,0,400,200,2,2,1,0.25,0.666666666666667,0.8,0.363636363636364,False,Yahoo_A2synthetic_10_data.out,False
dyn,0,0,400,200,2,2,1,0.8,0.6,0.75,0.685714285714286,False,Yahoo_A2synthetic_11_data.out,False
dyn,0,0,400,200,2,2,1,0.333333333333333,0.333333333333333,0.5,0.333333333333333,False,Yahoo_A2synthetic_12_data.out,False
dyn,0,0,400,200,2,2,1,0.75,0.5,0.666666666666667,0.6,False,Yahoo_A2synthetic_13_data.out,False
dyn,0,0,400,200,2,2,1,0.666666666666667,1,1,0.8,False,Yahoo_A2synthetic_14_data.out,False
dyn,0,0,400,200,2,2,1,0.666666666666667,0.5,0.666666666666667,0.571428571428571,False,Yahoo_A2synthetic_15_data.out,False
dyn,0,0,400,200,2,2,1,0.75,0.5,0.666666666666667,0.6,False,Yahoo_A2synthetic_16_data.out,False
